subjectid$id	week sample obtained$clinical	g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase$gene	g__3-hydroxybutyryl-coa dehydrogenase$gene	g__3-methyl-2-oxobutanoate hydroxymethyltransferase$gene	g__5-formyltetrahydrofolate cyclo-ligase$gene	g__acetyl-coa c-acetyltransferase$gene	g__aldose 1-epimerase$gene	g__aspartate ammonia-lyase$gene	g__beta-lactamase$gene	g__dephospho-coa kinase$gene	g__dihydrolipoyl dehydrogenase$gene	g__dna helicase$gene	g__dna-directed rna polymerase$gene	g__endopeptidase clp$gene	g__fructose-bisphosphate aldolase$gene	g__glucose-1-phosphate adenylyltransferase$gene	g__glutamate decarboxylase$gene	g__glutamate dehydrogenase$gene	g__histidine kinase$gene	g__l-serine ammonia-lyase$gene	g__methionyl aminopeptidase$gene	g__peptidylprolyl isomerase$gene	g__peroxiredoxin$gene	g__phosphatidate cytidylyltransferase$gene	g__phosphoglycerate kinase$gene	g__phosphopyruvate hydratase$gene	g__pyruvate carboxylase$gene	g__ribulose-phosphate 3-epimerase$gene	g__rna helicase$gene	g__shikimate kinase$gene	g__superoxide dismutase$gene	g__thymidylate synthase$gene	g__transaldolase$gene	g__triose-phosphate isomerase$gene	g__uridine kinase$gene	m__hmdb00014$metabolite	m__hmdb00020$metabolite	m__hmdb00030$metabolite	m__hmdb00043$metabolite	m__hmdb00056$metabolite	m__hmdb00089$metabolite	m__hmdb00097$metabolite	m__hmdb00195$metabolite	m__hmdb00209$metabolite	m__hmdb00239$metabolite	m__hmdb00251$metabolite	m__hmdb00289$metabolite	m__hmdb00296$metabolite	m__hmdb00619$metabolite	m__hmdb00630$metabolite	m__hmdb00764$metabolite	m__hmdb01149$metabolite	m__hmdb01257$metabolite	m__hmdb02322$metabolite	s__subdoligranulum_unclassified$taxa	s__bacteroides_eggerthii$taxa	s__odoribacter_splanchnicus$taxa	s__bacteroides_fragilis$taxa	s__ruminococcus_bromii$taxa	s__eubacterium_eligens$taxa	s__eubacterium_siraeum$taxa	s__roseburia_inulinivorans$taxa	s__bacteroides_massiliensis$taxa	s__parabacteroides_distasonis$taxa	s__peptostreptococcaceae_noname_unclassified$taxa	s__akkermansia_muciniphila$taxa	s__lachnospiraceae_bacterium_5_1_63faa$taxa	s__clostridium_hathewayi$taxa	s__lachnospiraceae_bacterium_1_1_57faa$taxa	s__streptococcus_thermophilus$taxa	s__anaerostipes_hadrus$taxa	s__roseburia_intestinalis$taxa	s__ruminococcus_torques$taxa	s__alistipes_shahii$taxa	s__bacteroides_cellulosilyticus$taxa	s__ruminococcus_gnavus$taxa	s__clostridium_symbiosum$taxa	s__ruminococcus_lactaris$taxa	s__bacteroides_dorei$taxa	s__eubacterium_hallii$taxa	s__veillonella_dispar$taxa	s__bacteroides_finegoldii$taxa	s__bacteroides_thetaiotaomicron$taxa	s__parabacteroides_merdae$taxa	s__coprococcus_catus$taxa	s__clostridiales_bacterium_1_7_47faa$taxa	s__anaerotruncus_colihominis$taxa	s__bacteroides_vulgatus$taxa	s__ruminococcus_obeum$taxa	s__bifidobacterium_longum$taxa	s__dorea_formicigenerans$taxa	s__clostridium_bolteae$taxa	s__streptococcus_parasanguinis$taxa	s__c2likevirus_unclassified$taxa	s__bacteroides_xylanisolvens$taxa	s__faecalibacterium_prausnitzii$taxa	s__bacteroides_uniformis$taxa	s__bacteroides_faecis$taxa	s__clostridium_citroniae$taxa	s__veillonella_unclassified$taxa	s__escherichia_coli$taxa	s__clostridium_clostridioforme$taxa	s__bacteroides_stercoris$taxa	s__parabacteroides_unclassified$taxa	s__alistipes_onderdonkii$taxa	s__eubacterium_rectale$taxa	s__oscillibacter_unclassified$taxa	s__eubacterium_ventriosum$taxa	s__prevotella_copri$taxa	s__bacteroides_caccae$taxa	s__bacteroides_ovatus$taxa	s__sutterella_wadsworthensis$taxa	s__haemophilus_parainfluenzae$taxa	s__alistipes_putredinis$taxa	s__clostridium_asparagiforme$taxa	s__barnesiella_intestinihominis$taxa	s__alistipes_finegoldii$taxa	s__dialister_invisus$taxa	s__klebsiella_pneumoniae$taxa
15	28	0.021972628	0.024742549	0.027487873	0.023647334	0.020836069	0.047693132	0.009669502	0.062638777	0.024336099	0.0218306	0.074369772	0.215660422	0.040653065	0.02991812	0.045421849	0.049638876	0.193918485	0.027557336	0.011192298	0.110143109	0.220296418	0.00858186	0.025587377	0.075524446	0.104014799	0.03300134	0.034238847	0.028974374	0.037194985	0.109366071	0.020484062	0.051363693	0.069973336	0.023437256	0.010489351	0.000411428	0.034299807	0.005136094	0.024544538	0.034303187	0.011982553	0.00032723	0.0002402	0.021189481	0.007086942	0.128306797	0.003268947	0.044914322	0.000296488	0	0.004489617	0.084362692	0.050795417	0.021196932	0	0.016356877	0.034319575	0.005001965	0.009304988	0	0.00132948	0	0.002716474	0.001416727	0	0.000792471	0.000380581	0.000671761	0	6.11E-06	0.014532207	0.019963706	3.61E-05	0	0.000303559	0.000553084	0	0.018551141	8.62E-06	2.51E-05	9.53E-05	0.075421667	0.001039744	0.000786063	9.34E-06	8.41E-05	0.041083728	0.003096497	0	0	0.000695944	0.000138462	0.000137472	0.084179628	0.110276114	0.146610134	0.000699611	3.51E-06	0.000674274	0.004095784	1.82E-05	0	0.009444658	0.067529044	0.011558477	0.004559521	0.001612397	0	0.039251645	0.11299056	0.000195892	0.000458459	0.084981225	0.000308869	0	0.005303647	0.004534555	6.14E-06
15	29	0.022159435	0.025460377	0.026809186	0.023732826	0.021316105	0.048110296	0.009295988	0.067863744	0.023798187	0.021275053	0.074627843	0.213643327	0.040542396	0.030378793	0.047053403	0.051227694	0.197094953	0.027265112	0.011310811	0.109339536	0.218059276	0.00832159	0.024697193	0.076156876	0.101680741	0.032862693	0.033161871	0.035074417	0.037089269	0.106829145	0.020140663	0.051274659	0.070081762	0.02306581	0.01064676	0.000399995	0.03385808	0.005050671	0.024544455	0.036380327	0.01227923	0.000319412	0.000235043	0.021009369	0.006968486	0.135402161	0.003375671	0.045167186	0.00031378	3.56E-06	0.004395659	0.083832419	0.050347109	0.019685213	0	0.012815077	0.03303836	0.004685067	0.008869708	0	0.001307541	0	0.003639894	0.001427378	0	0.000780045	0.000412204	0.000720776	0	5.77E-06	0.015725943	0.019793881	3.74E-05	0	0.000304214	0.000673196	0	0.01795542	8.81E-06	3.15E-05	0.000106891	0.056915498	0.001076041	0.000768592	1.48E-05	8.01E-05	0.037250656	0.002986387	0	0	0.000747905	0.000173078	0.000132627	0.074037584	0.171411263	0.176352483	0.000723768	4.41E-06	0.000841785	0.003803444	4.26E-05	0	0.008958582	0.056387169	0.010597987	0.004338267	0.001532963	0	0.033171025	0.088906651	0.000202731	0.000479156	0.07908661	0.000348216	0	0.005213593	0.003699885	7.72E-06
15	30	0.022371131	0.026200473	0.026185871	0.023843921	0.021813181	0.048611269	0.008939613	0.073335119	0.023294372	0.020762065	0.074984902	0.211911061	0.040491316	0.030872455	0.0486891	0.052842964	0.200593576	0.027026014	0.011453647	0.108748606	0.216261397	0.008079427	0.023861867	0.076900803	0.099568734	0.032782178	0.0321854	0.034011496	0.03704285	0.104527581	0.019834765	0.05129455	0.070287827	0.022738849	0.010807374	0.000388647	0.033413369	0.004961969	0.02454454	0.038523413	0.012575212	0.000311623	0.000230129	0.020866462	0.006842265	0.142506752	0.00348341	0.045408706	0.000331675	2.11E-05	0.004301348	0.083615953	0.04994366	0.019903186	0	0.009941464	0.031699713	0.004410526	0.008522593	0	0.001296424	0	0.004716108	0.001449079	0	0.000773957	0.000448949	0.000775302	0	5.48E-06	0.016464946	0.019720942	3.89E-05	0	0.000308969	0.000802005	0	0.017530423	9.08E-06	3.82E-05	0.000119276	0.03567947	0.001120416	0.000757488	2.05E-05	7.69E-05	0.038108159	0.002902239	0	0	0.000806501	0.000209391	0.000128844	0.062441312	0.220214904	0.208776836	0.000754144	5.35E-06	0.001017694	0.00354668	6.91E-05	0	0.00861352	0.053774179	0.009771876	0.004163607	0.00146941	0	0.028587231	0.058808275	0.000211091	0.000503905	0.073483167	0.000390655	0	0.005168917	0.003629706	9.36E-06
15	31	0.022586426	0.026936318	0.02559155	0.023956852	0.022304984	0.0491485	0.008592137	0.078992599	0.022802278	0.020272214	0.075366248	0.210259398	0.040460299	0.031368705	0.0502789	0.054430475	0.204224514	0.026814229	0.011609172	0.108266901	0.214694803	0.007847589	0.023059407	0.077683124	0.097580904	0.032729469	0.031280944	0.030526849	0.037019083	0.102360077	0.019547043	0.051370717	0.070523643	0.022434178	0.010970033	0.000377404	0.032965439	0.004869752	0.024543337	0.0407275	0.012868909	0.000303857	0.000225475	0.020761533	0.006708121	0.149589432	0.003591667	0.045634745	0.000350133	3.97E-05	0.004206628	0.083701696	0.049586126	0.021263004	0	0.007603821	0.030201533	0.004171943	0.008255064	0	0.001295961	0	0.005983729	0.001482508	0	0.000774133	0.000491877	0.000836759	0	5.23E-06	0.016535085	0.019740622	4.08E-05	0	0.000318136	0.000943053	0	0.017267322	9.41E-06	4.54E-05	0.000132809	0.018530153	0.001174069	0.000752551	2.66E-05	7.42E-05	0.045262756	0.00284227	0	0	0.000873304	0.000248341	0.000126046	0.051340052	0.23912475	0.238284796	0.000791571	6.36E-06	0.001206567	0.003319443	9.85E-05	0	0.008407032	0.06787579	0.009070153	0.004030996	0.001420132	0	0.025774779	0.029291405	0.0002212	0.000533391	0.068144942	0.000437297	0	0.005168892	0.003847333	1.11E-05
15	32	0.022793434	0.027650981	0.025013497	0.024058222	0.022777524	0.049694893	0.008250381	0.08479338	0.02231145	0.019796928	0.075729838	0.208584237	0.040428175	0.03184955	0.051789695	0.055954936	0.207877994	0.026616827	0.011770522	0.107841763	0.213254367	0.007622652	0.022281023	0.07846312	0.09567056	0.032689221	0.030437474	0.027130823	0.03699814	0.100279294	0.019268007	0.051473685	0.070752291	0.022140813	0.011133367	0.00036629	0.032513843	0.004773754	0.024539077	0.042986331	0.013158428	0.000296111	0.000221095	0.020695256	0.006565849	0.156613836	0.003699849	0.045840434	0.000369099	5.95E-05	0.004111432	0.084077484	0.049275257	0.023358899	0	0.005716952	0.028467864	0.00395923	0.008051613	0	0.001304772	0	0.007502386	0.001526912	0	0.000779769	0.000541696	0.000905759	0	5.01E-06	0.015860731	0.019850631	4.30E-05	0	0.000331832	0.001099193	0	0.017142423	9.83E-06	5.33E-05	0.000147679	0.009017305	0.001237057	0.000752878	3.34E-05	7.19E-05	0.057682681	0.002802117	0	0	0.000949098	0.000290653	0.000124039	0.041671733	0.224256489	0.259898339	0.000836152	7.46E-06	0.001411924	0.003112819	0.000131594	0	0.008345606	0.096890377	0.008471078	0.003932687	0.001382367	0	0.024802113	0.007397322	0.000233067	0.000567807	0.06292556	0.000488859	0	0.005208082	0.004102453	1.30E-05
15	33	0.022990976	0.028339813	0.024452059	0.024146122	0.023227104	0.050246649	0.007915693	0.090727163	0.021823	0.019337984	0.076069782	0.206885076	0.040393423	0.032311672	0.053211016	0.057405743	0.211539458	0.026434121	0.011936323	0.107473596	0.211940884	0.007405249	0.021529959	0.079236892	0.09384055	0.032662013	0.029660124	0.023941519	0.036978183	0.098289924	0.018997961	0.051598912	0.070970783	0.021858988	0.011295905	0.000355335	0.032058301	0.004673736	0.024529941	0.045292607	0.0134417	0.000288383	0.000217009	0.020668404	0.006415287	0.163539606	0.003807302	0.046020657	0.000388515	8.02E-05	0.004015727	0.084731156	0.049012013	0.025989234	0	0.004259511	0.02652119	0.003766784	0.007905724	0	0.001322743	0	0.009368566	0.001582916	0	0.00079081	0.000599666	0.000983646	0	4.81E-06	0.014566283	0.020094109	4.55E-05	0	0.000350591	0.001274288	0	0.017150355	1.03E-05	6.19E-05	0.000164191	0.007253916	0.001310484	0.000758308	4.08E-05	7.00E-05	0.071184616	0.00278032	0	0	0.001035488	0.000337274	0.000122749	0.033426599	0.188123243	0.269412243	0.000888744	8.67E-06	0.001638386	0.002921568	0.000169487	0	0.008464398	0.127170652	0.007958271	0.003865479	0.00135493	0	0.025547598	0.001447437	0.000246901	0.000607848	0.057692356	0.000546457	0	0.005286199	0.0043893	1.52E-05
15	34	0.023178711	0.028999184	0.023908557	0.02421954	0.02365087	0.050801847	0.00758973	0.09678682	0.021338875	0.018897913	0.076383031	0.205169186	0.040356042	0.032752933	0.054534275	0.058774351	0.215202083	0.026267431	0.012105654	0.107166882	0.210763266	0.007196304	0.020810309	0.080003459	0.092097421	0.032649639	0.028955207	0.020953775	0.036958774	0.096400528	0.018737941	0.051743855	0.07117877	0.021589782	0.011455908	0.000344567	0.031598282	0.004569431	0.024513723	0.047637228	0.013716283	0.000280669	0.000213235	0.020681528	0.00625624	0.170319944	0.003913254	0.046169433	0.000408302	0.00010188	0.003919469	0.085649055	0.048796856	0.028541669	0	0.003189107	0.02402943	0.003537716	0.007699727	0	0.001330483	0	0.011531245	0.001627565	0	0.000795673	0.000657696	0.001056505	0	4.57E-06	0.012585039	0.020226647	4.78E-05	0	0.000369735	0.00145158	0	0.017039973	1.07E-05	7.05E-05	0.00018005	0.013354445	0.001375543	0.000757701	4.85E-05	6.75E-05	0.079853553	0.002735811	0	0	0.001118001	0.000383661	0.000120358	0.026240619	0.142264696	0.257832871	0.000936694	9.87E-06	0.001863898	0.002701311	0.000210284	0.014009438	0.008683186	0.14102599	0.007409681	0.00377186	0.001317643	0	0.027541412	0.021091845	0.000259158	0.000644911	0.05154836	0.000602547	0	0.005325925	0.004647398	1.73E-05
15	35	0.023356001	0.029625131	0.023384009	0.024277161	0.024045691	0.051357969	0.007274041	0.10296434	0.020860726	0.01847899	0.0766656	0.203441134	0.040315522	0.033170798	0.05575022	0.060051518	0.218856501	0.026117752	0.012277464	0.106924778	0.209727827	0.00699665	0.02012588	0.080760852	0.090446571	0.032653481	0.028328664	0.018162491	0.036939025	0.094618445	0.018488749	0.051905393	0.071375009	0.021334003	0.011611574	0.000334023	0.031133627	0.004460639	0.024488298	0.050009986	0.013979612	0.000272973	0.000209793	0.020735303	0.006088616	0.176904461	0.004016886	0.046280793	0.000428376	0.000124293	0.003822678	0.086817258	0.048630622	0.030575051	0	0.002547795	0.021012308	0.003259241	0.007397427	0	0.001320535	0	0.013894457	0.001650754	0	0.000789897	0.000710927	0.001116589	0	4.25E-06	0.010077541	0.020188254	4.95E-05	0	0.000387087	0.001619014	0	0.016723447	1.10E-05	7.84E-05	0.000193846	0.026916746	0.001422935	0.000746963	5.59E-05	6.40E-05	0.078571147	0.002655063	0	0	0.001188428	0.000426526	0.00011628	0.020361566	0.101649305	0.220654643	0.000973647	1.10E-05	0.002072505	0.002443601	0.000252079	0.045716149	0.008994423	0.123400288	0.006798922	0.003633865	0.001264371	0	0.03046082	0.072779538	0.000268087	0.000674533	0.044505209	0.000652392	0	0.005297275	0.00484666	1.92E-05
15	36	0.023522324	0.03021384	0.022879581	0.024317789	0.024408554	0.05191279	0.00697021	0.109252363	0.020390312	0.018083593	0.076913911	0.201706501	0.040271567	0.033562897	0.056849852	0.061228294	0.222494516	0.025986221	0.01245078	0.106751038	0.208842092	0.006807157	0.019480591	0.081507521	0.088893952	0.032675089	0.027786616	0.015563055	0.036918247	0.092951585	0.018251286	0.052080735	0.071558625	0.021092582	0.011761309	0.000323755	0.030665232	0.004347325	0.02445217	0.052400711	0.01422933	0.000265308	0.000206713	0.02083094	0.005912566	0.183243528	0.004117418	0.046349857	0.000448651	0.000147358	0.003725524	0.08822324	0.048515545	0.032284036	0	0.002388718	0.017750629	0.002954467	0.007039355	0	0.00129864	0	0.016108582	0.001658422	0	0.000776921	0.000760693	0.001166387	0	3.91E-06	0.007363896	0.020117452	5.06E-05	0	0.000403946	0.001778025	0	0.016281563	1.12E-05	8.58E-05	0.000205895	0.044828558	0.001456819	0.000729531	6.32E-05	5.99E-05	0.069171578	0.002551844	0	0	0.001249316	0.000466191	0.000111136	0.016239735	0.074379398	0.170094774	0.001002352	1.20E-05	0.002265783	0.002167506	0.000294768	0.083099613	0.009467824	0.083705849	0.006172671	0.003470945	0.001202085	0	0.034175678	0.140054789	0.000274471	0.000698499	0.038004406	0.000697002	0	0.005222953	0.005002471	2.10E-05
15	37	0.023678215	0.030762884	0.02239746	0.024341325	0.024737563	0.052466473	0.006680117	0.115648934	0.019930277	0.017714897	0.077127868	0.199979821	0.040225697	0.033928388	0.057826744	0.062298527	0.226118185	0.025875155	0.012625213	0.106654265	0.208123065	0.006629002	0.018879214	0.082245623	0.087449515	0.032717492	0.027336447	0.013151781	0.036897427	0.091412034	0.018027275	0.052269505	0.071731972	0.020867398	0.011903063	0.000313809	0.030193252	0.004229373	0.02440308	0.054796389	0.014462497	0.000257684	0.000204019	0.020968941	0.005728139	0.189278402	0.004213892	0.046370209	0.000469019	0.000170934	0.003628103	0.089850613	0.048452388	0.034081483	0	0.002738572	0.014492086	0.002643899	0.006665797	0	0.00127134	0	0.01772135	0.00165816	0	0.000760665	0.000809693	0.001210283	0	3.55E-06	0.004737046	0.020163374	5.16E-05	0	0.000422107	0.001933998	0	0.015801047	1.13E-05	9.28E-05	0.000216902	0.062977373	0.001483267	0.000709206	7.04E-05	5.56E-05	0.056349144	0.002440419	0	0	0.001305291	0.000504028	0.000105563	0.014173888	0.063852423	0.124127091	0.001026916	1.30E-05	0.002450406	0.001889234	0.000339068	0.112589326	0.010178018	0.041553645	0.0055702	0.003302525	0.001137672	0	0.038588056	0.197225977	0.000279454	0.000719608	0.033766202	0.000738728	0	0.005129001	0.005137377	2.27E-05
15	38	0.023823249	0.031268638	0.02193887	0.02434666	0.025029838	0.053017126	0.006405333	0.122148424	0.01948238	0.017375311	0.077304233	0.198267127	0.040177774	0.034265076	0.058672167	0.063253608	0.22972084	0.025785805	0.01279989	0.10663873	0.207579247	0.006463066	0.01832568	0.082974046	0.086119506	0.032782387	0.026984408	0.010924443	0.036876043	0.090007998	0.017817675	0.052469256	0.071894478	0.020659455	0.01203496	0.000304245	0.02971877	0.004106821	0.02433932	0.057183831	0.01467636	0.000250118	0.000201742	0.021150165	0.005535623	0.19495108	0.004305383	0.046336436	0.000489368	0.000194867	0.003530643	0.091683532	0.048442982	0.036416085	0	0.003618053	0.011423899	0.002342418	0.006310668	0	0.001244864	0	0.018323425	0.00165784	0	0.000744866	0.000861626	0.001253708	0	3.19E-06	0.00243954	0.020474308	5.25E-05	0	0.000443703	0.002095472	0	0.015361302	1.15E-05	9.98E-05	0.000227818	0.077559169	0.00150912	0.000689512	7.78E-05	5.14E-05	0.044685554	0.002333268	0	0	0.00136224	0.000542205	0.000100106	0.014373263	0.072841288	0.099877119	0.001052068	1.40E-05	0.002636914	0.001619853	0.000386518	0.121271257	0.011208045	0.015986766	0.005018981	0.003145135	0.001076903	0	0.04366672	0.219746547	0.000284325	0.000741166	0.033384842	0.000780827	0	0.005040442	0.00527731	2.45E-05
15	39	0.023956291	0.031726528	0.021504418	0.024331962	0.025281736	0.053561311	0.006147247	0.128741716	0.019047817	0.017066757	0.077437481	0.196568633	0.04012648	0.034569737	0.059375558	0.064082984	0.233289054	0.02571869	0.012973571	0.106705648	0.207213233	0.006310056	0.01782342	0.083689227	0.084907776	0.032870527	0.026736042	0.008876863	0.036852495	0.088745183	0.017622938	0.052676044	0.072043452	0.020469169	0.012154957	0.000295124	0.029242849	0.003979741	0.024259014	0.059548139	0.014867947	0.000242631	0.000199908	0.021375129	0.005335362	0.200199295	0.00439089	0.046242777	0.000509573	0.00021899	0.003433391	0.093703807	0.048488665	0.039356005	0	0.005053506	0.008652824	0.002053746	0.005985437	0	0.001221736	0	0.01772049	0.001660987	0	0.000731044	0.0009188	0.001299533	0	2.85E-06	0.000599471	0.02106527	5.34E-05	0	0.000470068	0.002268196	0	0.014994181	1.16E-05	0.000107221	0.00023918	0.08619399	0.001537696	0.00067184	8.57E-05	4.74E-05	0.03704122	0.002234972	0	0	0.001423432	0.000582104	9.50E-05	0.017015176	0.10089815	0.105832101	0.001080206	1.50E-05	0.002832052	0.001361701	0.00043844	0.103079609	0.012629223	0.017259599	0.004524157	0.003004446	0.001021716	0	0.04935026	0.196226139	0.000289708	0.000764901	0.037327601	0.000825213	0	0.004967621	0.005436729	2.63E-05
15	40	0.024077849	0.032134134	0.021096249	0.024297068	0.025491336	0.054099299	0.005907696	0.135428583	0.018629126	0.016792375	0.077527436	0.194898236	0.040073288	0.034841515	0.059930337	0.064780427	0.236825495	0.025676135	0.013145919	0.10686373	0.207042206	0.006171131	0.017377156	0.084393386	0.083824232	0.032984961	0.026598847	0.007005871	0.036827751	0.087635636	0.017444759	0.052889617	0.07218119	0.020298404	0.012260937	0.000286509	0.02876674	0.003848266	0.024160298	0.06187306	0.015034192	0.000235245	0.000198548	0.02164409	0.005127812	0.204958303	0.004469364	0.046083522	0.000529496	0.000243119	0.003336631	0.095891282	0.048590534	0.041962604	0	0.007051652	0.006229325	0.001768054	0.005663258	0	0.001196726	0	0.016191656	0.001660654	0	0.000716081	0.000977926	0.00134254	0	2.52E-06	0	0.021620835	5.43E-05	0	0.0004997	0.002444148	0	0.014636665	1.17E-05	0.000114523	0.000250045	0.089201218	0.001562674	0.000653305	9.38E-05	4.33E-05	0.032710459	0.002135833	0	0	0.00148333	0.000621544	8.97E-05	0.02221517	0.139685023	0.131208383	0.001106991	1.60E-05	0.003025233	0.001108005	0.000493578	0.067638754	0.014442869	0.03602449	0.004061783	0.002866979	0.000967518	0	0.055286342	0.145219012	0.000294414	0.000787783	0.043429472	0.000868718	0	0.004889438	0.005596347	2.81E-05
15	41	0.024187733	0.032488111	0.020715859	0.024241081	0.025655962	0.054629862	0.005688322	0.142205953	0.018228244	0.016554803	0.077571623	0.193263871	0.040018486	0.035078542	0.060328107	0.065337796	0.240326399	0.025659732	0.013316241	0.107118668	0.207077462	0.006047263	0.016991087	0.08508636	0.0828763	0.033127809	0.026579628	0.005308126	0.036801697	0.086688825	0.017284315	0.053108232	0.07230788	0.020148422	0.012350754	0.000278467	0.028291927	0.003712611	0.02404139	0.064141186	0.015171999	0.000227986	0.000197689	0.02195702	0.00491356	0.209162022	0.004539732	0.045853185	0.00054899	0.000267058	0.003240698	0.098223855	0.04874944	0.043158391	0	0.009598611	0.004251278	0.001481241	0.005326196	0	0.001165784	0	0.014133977	0.001650976	0	0.000697561	0.001035462	0.001377704	0	2.17E-06	0	0.021798618	5.49E-05	0	0.000531002	0.002614216	0	0.014241322	1.18E-05	0.000121298	0.000259457	0.087345049	0.001578352	0.000631746	0.000101676	3.91E-05	0.030614183	0.002029141	0	0	0.001536435	0.000658135	8.41E-05	0.030050865	0.17925071	0.162205404	0.001128393	1.70E-05	0.003204838	0.000856788	0.000550178	0.027570128	0.016636132	0.059829085	0.003618244	0.002723376	0.00091123	0	0.061066406	0.090789947	0.000297368	0.00080694	0.049095953	0.000908056	0	0.004789256	0.005738149	2.97E-05
15	42	0.024285675	0.032784985	0.020364702	0.02416301	0.025772825	0.055151651	0.005490762	0.149070904	0.017847058	0.016356661	0.077567315	0.191672877	0.039962248	0.035278827	0.06056014	0.065746639	0.243787524	0.025671036	0.013483821	0.107475998	0.207330009	0.005939418	0.01666941	0.085767784	0.082071308	0.033301144	0.026685259	0.003780503	0.03677412	0.085914139	0.017142746	0.053330041	0.072423507	0.02002045	0.012422258	0.000271067	0.027820107	0.003573068	0.023900616	0.066334064	0.015278288	0.000220884	0.000197357	0.02231354	0.004693321	0.212743957	0.004600907	0.045546603	0.000567899	0.000290597	0.003145965	0.100677372	0.048965886	0.041717236	0	0.012579366	0.002826632	0.001187914	0.004939385	0	0.001120425	0	0.011918048	0.001619215	0	0.00067042	0.001082346	0.001393489	0	1.81E-06	0	0.021173221	5.46E-05	0	0.000559474	0.002754927	0	0.01370633	1.17E-05	0.000126465	0.000265187	0.08113746	0.001572013	0.000602683	0.000108464	3.46E-05	0.029558493	0.001901377	0	0	0.001569707	0.000686006	7.75E-05	0.040248332	0.208379924	0.184041498	0.001135165	1.77E-05	0.003342265	0.000606809	0.000603045	0	0.019074261	0.075796487	0.003171788	0.002555083	0.000846842	0	0.065914368	0.056884102	0.000296174	0.000815701	0.051507311	0.000935349	0	0.004631705	0.00581685	3.10E-05
15	43	0.024368367	0.033017122	0.020041771	0.024058841	0.025835872	0.055656425	0.00531601	0.156001601	0.017485285	0.0161986	0.077502095	0.190108939	0.039899788	0.035435938	0.060609971	0.065990133	0.247174037	0.025708446	0.013646255	0.107928009	0.207785354	0.005847854	0.016414352	0.086426569	0.081406634	0.03350292	0.02691944	0.002419833	0.036740243	0.085310566	0.017019099	0.053546578	0.072519037	0.019913264	0.012473318	0.000264379	0.027353147	0.003430012	0.02373642	0.068432341	0.015350039	0.00021397	0.000197574	0.02271284	0.004467942	0.215638185	0.004651805	0.04515902	0.000586058	0.000313515	0.003052843	0.10322553	0.049239907	0.037226752	0	0.015615051	0.002067228	0.000888035	0.0044631	0	0.001049789	0	0.009708538	0.001548111	0	0.000628167	0.001103942	0.001373018	0	1.44E-06	0	0.01949005	5.30E-05	0	0.000577442	0.002828028	0	0.01289808	1.13E-05	0.00012832	0.000263896	0.071370367	0.001525747	0.000560499	0.000112576	2.95E-05	0.028638289	0.001736529	0	0	0.00156345	0.000695929	6.95E-05	0.051194417	0.219978653	0.189240983	0.001113851	1.80E-05	0.003392477	0.000362722	0.000642846	0	0.021372282	0.078305496	0.002702825	0.002339897	0.000767426	0	0.068682186	0.050698574	0.000287457	0.000804229	0.049519239	0.000938508	0	0.004370443	0.005763402	3.14E-05
15	44	0.024438688	0.033185198	0.019751276	0.023930694	0.025845572	0.056150038	0.005166476	0.163014797	0.017147199	0.016085486	0.07738328	0.188604613	0.039836514	0.035552411	0.060476378	0.066068062	0.250513484	0.025776951	0.013804591	0.108494579	0.208482237	0.005774358	0.016232462	0.08707354	0.080900751	0.033739641	0.027292858	0.001224111	0.036704672	0.084899213	0.016916812	0.053763013	0.07260391	0.019830776	0.012499009	0.000258411	0.026886913	0.00328315	0.023542029	0.070399909	0.015380835	0.00020723	0.000198317	0.023148339	0.004237432	0.217730904	0.004690289	0.04467601	0.000603159	0.000335506	0.002961096	0.105815756	0.049559651	0.031623521	0	0.018826101	0.0021149	0.000617943	0.004037431	0	0.00098532	0	0.007844011	0.001482715	0	0.000589627	0.001129334	0.001354481	0	1.09E-06	0	0.017492677	5.15E-05	0	0.000599849	0.002907342	0	0.012199592	1.09E-05	0.000130275	0.000262813	0.061979301	0.001482977	0.000522173	0.000116901	2.49E-05	0.028424074	0.001588553	0	0	0.001560422	0.000706409	6.21E-05	0.062526169	0.221252486	0.185936439	0.001095605	1.82E-05	0.00344561	0.000144261	0.000685392	0	0.023891961	0.072357318	0.00229979	0.002149654	0.000696928	0	0.070991496	0.065095321	0.000279399	0.000794867	0.045750636	0.000942918	0	0.004134924	0.005738075	3.19E-05
