T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,overallScore,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi
s__bacteroides_ovatus,,g__dna_helicase,m__hmdb00239,s__bacteroides_ovatus,1,0.4,0.6,1,0.24,FALSE,TRUE,TRUE,TRUE
s__bacteroides_finegoldii,,g__triosephosphate_isomerase,m__hmdb00619,s__bacteroides_finegoldii,0.2,0.6,0.4,0.8,0.0384,FALSE,TRUE,TRUE,TRUE
s__bacteroides_faecis,,g__methionyl_aminopeptidase,m__hmdb00030,s__bacteroides_faecis,0.4,0.4,0.2,0.2,0.0064,FALSE,TRUE,FALSE,TRUE
s__bacteroides_faecis,,g__methionyl_aminopeptidase,m__hmdb00030,s__alistipes_shahii,0.4,0.4,0.2,0.2,0.0064,FALSE,TRUE,FALSE,FALSE
s__eubacterium_ventriosum,,g__shikimate_kinase,,s__eubacterium_ventriosum,0.6,,0.6,1,0.36,FALSE,FALSE,TRUE,FALSE
s__bacteroides_ovatus,,g__phosphoglycerate_kinase,,s__bacteroides_ovatus,0.4,,0.4,1,0.16,FALSE,FALSE,TRUE,FALSE
s__streptococcus_parasanguinis,,g__lserine_ammonialyase,,s__streptococcus_parasanguinis,0.4,,0.4,0.8,0.128,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__triosephosphate_isomerase,,s__bacteroides_finegoldii,0.4,,0.4,0.8,0.128,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__pyruvate_carboxylase,,s__bacteroides_stercoris,0.2,,0.6,0.8,0.096,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__glucose1phosphate_adenylyltransferase,,s__roseburia_inulinivorans,0.2,,0.4,1,0.08,FALSE,FALSE,TRUE,FALSE
s__clostridium_clostridioforme,,g__aldose_1epimerase,,s__clostridium_clostridioforme,0.2,,0.2,1,0.04,FALSE,FALSE,TRUE,FALSE
s__akkermansia_muciniphila,,g__thymidylate_synthase,,s__akkermansia_muciniphila,0.2,,0.2,1,0.04,FALSE,FALSE,TRUE,FALSE
s__klebsiella_pneumoniae,,g__lserine_ammonialyase,,s__klebsiella_pneumoniae,0.2,,0.2,0.8,0.032,FALSE,FALSE,TRUE,FALSE
s__streptococcus_parasanguinis,,g__lserine_ammonialyase,,s__klebsiella_pneumoniae,0.4,,0.2,0.4,0.032,FALSE,FALSE,TRUE,FALSE
s__klebsiella_pneumoniae,,g__lserine_ammonialyase,,s__streptococcus_parasanguinis,0.2,,0.4,0.4,0.032,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_torques,,g__dihydrolipoyl_dehydrogenase,,s__ruminococcus_torques,0.4,,0.4,0.2,0.032,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__methionyl_aminopeptidase,,s__alistipes_shahii,0.4,,0.4,0.2,0.032,FALSE,FALSE,TRUE,FALSE
s__faecalibacterium_prausnitzii,,g__shikimate_kinase,,s__eubacterium_ventriosum,0.2,,0.6,0.2,0.024,FALSE,FALSE,TRUE,FALSE
s__faecalibacterium_prausnitzii,,g__shikimate_kinase,,s__faecalibacterium_prausnitzii,0.2,,0.2,0.6,0.024,FALSE,FALSE,TRUE,FALSE
