T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,overallScore,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi
s__akkermansia_muciniphila,,g__glutamate decarboxylase,m__hmdb00764,s__akkermansia_muciniphila,0.78,0.93,1,1,0.7254,FALSE,TRUE,TRUE,TRUE
s__streptococcus_parasanguinis,,g__l-serine ammonia-lyase,m__hmdb00014,s__klebsiella_pneumoniae,1,1,0.24,1,0.24,FALSE,TRUE,TRUE,TRUE
s__klebsiella_pneumoniae,,g__l-serine ammonia-lyase,m__hmdb00014,s__klebsiella_pneumoniae,1,1,0.24,1,0.24,FALSE,TRUE,TRUE,TRUE
s__bacteroides_ovatus,,g__acetyl-coa c-acetyltransferase,m__hmdb00239,s__bacteroides_ovatus,1,1,1,1,1,FALSE,TRUE,FALSE,TRUE
s__roseburia_intestinalis,,g__acetyl-coa c-acetyltransferase,m__hmdb00239,s__bacteroides_ovatus,0.66,1,1,1,0.66,FALSE,TRUE,FALSE,TRUE
s__akkermansia_muciniphila,,g__glutamate decarboxylase,m__hmdb00764,s__ruminococcus_torques,0.78,0.93,0.63,1,0.457002,FALSE,TRUE,FALSE,TRUE
s__bacteroides_uniformis,,g__phosphopyruvate hydratase,m__hmdb00043,s__eubacterium_ventriosum,0.59,0.88,1,0.81,0.420552,FALSE,TRUE,FALSE,TRUE
s__bacteroides_uniformis,,g__glutamate dehydrogenase,m__hmdb01149,s__eubacterium_siraeum,0.2,0.25,0.5,0.94,0.0235,FALSE,TRUE,FALSE,TRUE
s__faecalibacterium_prausnitzii,,g__phosphopyruvate hydratase,m__hmdb00043,s__eubacterium_ventriosum,1,0.88,1,1,0.88,FALSE,TRUE,FALSE,FALSE
s__haemophilus_parainfluenzae,,g__phosphatidate cytidylyltransferase,m__hmdb00289,s__bacteroides_uniformis,1,0.98,1,0.65,0.637,FALSE,TRUE,FALSE,FALSE
s__roseburia_inulinivorans,,g__glucose-1-phosphate adenylyltransferase,m__hmdb00097,s__bacteroides_fragilis,1,1,0.19,1,0.19,FALSE,TRUE,FALSE,FALSE
s__bacteroides_caccae,,g__phosphoglycerate kinase,m__hmdb00764,s__ruminococcus_torques,0.27,1,0.63,1,0.1701,FALSE,TRUE,FALSE,FALSE
