T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,overallScore,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi
s__bacteroides_ovatus,,g__dna_helicase,m__hmdb00239,s__bacteroides_ovatus,1,1,0.6,1,0.6,FALSE,TRUE,TRUE,TRUE
s__bacteroides_finegoldii,,g__triosephosphate_isomerase,m__hmdb00020,s__bacteroides_finegoldii,0.2,0.4,0.4,0.6,0.0192,FALSE,TRUE,TRUE,TRUE
s__clostridium_clostridioforme,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb00030,s__clostridium_clostridioforme,0.4,0.4,1,1,0.16,FALSE,TRUE,FALSE,TRUE
s__akkermansia_muciniphila,,g__pyruvate_carboxylase,m__hmdb00020,s__akkermansia_muciniphila,0.4,0.2,0.2,1,0.016,FALSE,TRUE,FALSE,TRUE
s__escherichia_coli,,g__peroxiredoxin,m__hmdb01149,s__bifidobacterium_longum,0.6,0.6,0.4,0.2,0.0288,FALSE,TRUE,FALSE,FALSE
s__clostridium_bolteae,,g__phosphatidate_cytidylyltransferase,m__hmdb00056,s__bacteroides_caccae,1,0.6,0.2,0.2,0.024,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__phosphatidate_cytidylyltransferase,m__hmdb00056,s__bacteroides_caccae,0.2,0.6,0.2,0.2,0.0048,FALSE,TRUE,FALSE,FALSE
s__clostridium_clostridioforme,,g__aldose_1epimerase,,s__clostridium_clostridioforme,0.4,,0.4,1,0.16,FALSE,FALSE,TRUE,FALSE
s__eubacterium_ventriosum,,g__thymidylate_synthase,,s__eubacterium_ventriosum,0.4,,0.4,0.8,0.128,FALSE,FALSE,TRUE,FALSE
s__bacteroides_ovatus,,g__dna_helicase,,s__bacteroides_ovatus,0.2,,0.2,1,0.04,FALSE,FALSE,TRUE,FALSE
s__klebsiella_pneumoniae,,g__peroxiredoxin,,s__klebsiella_pneumoniae,0.2,,0.2,1,0.04,FALSE,FALSE,TRUE,FALSE
s__streptococcus_parasanguinis,,g__rna_helicase,,s__streptococcus_parasanguinis,0.2,,0.2,1,0.04,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__5formyltetrahydrofolate_cycloligase,,s__bacteroides_stercoris,0.4,,0.4,0.2,0.032,FALSE,FALSE,TRUE,FALSE
s__streptococcus_parasanguinis,,g__peroxiredoxin,,s__klebsiella_pneumoniae,0.2,,0.2,0.6,0.024,FALSE,FALSE,TRUE,FALSE
s__bacteroides_faecis,,g__thymidylate_synthase,,s__bacteroides_faecis,0.2,,0.2,0.6,0.024,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__phosphatidate_cytidylyltransferase,,s__odoribacter_splanchnicus,0.2,,0.6,0.2,0.024,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,g__shikimate_kinase,,s__bacteroides_caccae,0.2,,0.2,0.6,0.024,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__triosephosphate_isomerase,,s__bacteroides_finegoldii,0.2,,0.2,0.6,0.024,FALSE,FALSE,TRUE,FALSE
s__streptococcus_parasanguinis,,g__peroxiredoxin,,s__klebsiella_pneumoniae,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE
s__roseburia_intestinalis,,g__glucose1phosphate_adenylyltransferase,,s__bacteroides_fragilis,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__methionyl_aminopeptidase,,s__eubacterium_rectale,0.2,,0.2,0.4,0.016,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__phosphopyruvate_hydratase,,s__alistipes_shahii,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_faecis,,g__thymidylate_synthase,,s__alistipes_shahii,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__faecalibacterium_prausnitzii,,g__glutamate_decarboxylase,,s__faecalibacterium_prausnitzii,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__glucose1phosphate_adenylyltransferase,,s__bacteroides_fragilis,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_uniformis,,g__shikimate_kinase,,s__bacteroides_caccae,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,g__shikimate_kinase,,s__bacteroides_uniformis,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_uniformis,,g__shikimate_kinase,,s__bacteroides_uniformis,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__rna_helicase,,s__bacteroides_xylanisolvens,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__roseburia_inulinivorans,,g__fructosebisphosphate_aldolase,,s__roseburia_inulinivorans,0.2,,0.2,0.2,0.008,FALSE,FALSE,TRUE,FALSE
s__clostridium_clostridioforme,,,m__hmdb00030,s__clostridium_clostridioforme,,0.6,0.6,1,0.36,FALSE,FALSE,FALSE,TRUE
s__bacteroides_ovatus,,,m__hmdb00239,s__bacteroides_ovatus,,0.2,0.2,1,0.04,FALSE,FALSE,FALSE,TRUE
s__klebsiella_pneumoniae,,,m__hmdb00630,s__klebsiella_pneumoniae,,0.2,0.2,1,0.04,FALSE,FALSE,FALSE,TRUE
s__eubacterium_siraeum,,,m__hmdb00209,s__bacteroides_cellulosilyticus,,0.2,0.2,1,0.04,FALSE,FALSE,FALSE,TRUE
s__bacteroides_cellulosilyticus,,,m__hmdb00209,s__eubacterium_siraeum,,0.2,0.2,1,0.04,FALSE,FALSE,FALSE,TRUE
s__eubacterium_siraeum,,,m__hmdb00209,s__eubacterium_siraeum,,0.2,0.2,1,0.04,FALSE,FALSE,FALSE,TRUE
s__bacteroides_cellulosilyticus,,,m__hmdb00209,s__bacteroides_cellulosilyticus,,0.2,0.2,1,0.04,FALSE,FALSE,FALSE,TRUE
s__akkermansia_muciniphila,,,m__hmdb00020,s__akkermansia_muciniphila,,0.2,0.2,1,0.04,FALSE,FALSE,FALSE,TRUE
s__bacteroides_thetaiotaomicron,,,m__hmdb00209,s__bacteroides_thetaiotaomicron,,0.4,0.4,0.2,0.032,FALSE,FALSE,FALSE,TRUE
s__bacteroides_caccae,,,m__hmdb00056,s__bacteroides_caccae,,0.2,0.2,0.6,0.024,FALSE,FALSE,FALSE,TRUE
s__bacteroides_finegoldii,,,m__hmdb00020,s__bacteroides_finegoldii,,0.2,0.2,0.6,0.024,FALSE,FALSE,FALSE,TRUE
s__bacteroides_cellulosilyticus,,,m__hmdb00209,s__bacteroides_thetaiotaomicron,,0.2,0.4,0.2,0.016,FALSE,FALSE,FALSE,TRUE
s__bacteroides_thetaiotaomicron,,,m__hmdb00209,s__bacteroides_cellulosilyticus,,0.4,0.2,0.2,0.016,FALSE,FALSE,FALSE,TRUE
s__bacteroides_cellulosilyticus,,,m__hmdb00209,s__eubacterium_siraeum,,0.2,0.2,0.4,0.016,FALSE,FALSE,FALSE,TRUE
s__eubacterium_siraeum,,,m__hmdb00209,s__bacteroides_cellulosilyticus,,0.2,0.2,0.4,0.016,FALSE,FALSE,FALSE,TRUE
s__alistipes_shahii,,,m__hmdb00630,s__alistipes_shahii,,0.2,0.2,0.2,0.008,FALSE,FALSE,FALSE,TRUE
s__faecalibacterium_prausnitzii,,,m__hmdb00630,s__faecalibacterium_prausnitzii,,0.2,0.2,0.2,0.008,FALSE,FALSE,FALSE,TRUE
s__bacteroides_uniformis,,,m__hmdb00630,s__bacteroides_uniformis,,0.2,0.2,0.2,0.008,FALSE,FALSE,FALSE,TRUE
s__bacteroides_uniformis,,,m__hmdb00630,s__ruminococcus_torques,,0.2,0.2,0.2,0.008,FALSE,FALSE,FALSE,TRUE
s__bacteroides_stercoris,,,m__hmdb00630,s__bacteroides_stercoris,,0.2,0.2,0.2,0.008,FALSE,FALSE,FALSE,TRUE
