T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,overallScore,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi
s__roseburia_intestinalis,,g__acetylcoa_cacetyltransferase,m__hmdb00619,s__eubacterium_rectale,0.4,0.6,0.2,0.2,0.0096,FALSE,TRUE,TRUE,FALSE
s__clostridium_bolteae,,g__uridine_kinase,m__hmdb00289,s__clostridium_bolteae,0.2,0.2,0.2,0.4,0.0032,FALSE,TRUE,TRUE,FALSE
s__haemophilus_parainfluenzae,,g__acetylcoa_cacetyltransferase,m__hmdb00251,s__bacteroides_thetaiotaomicron,0.2,0.2,0.2,0.2,0.0016,FALSE,TRUE,TRUE,FALSE
s__bacteroides_ovatus,,g__phosphoglycerate_kinase,m__hmdb00239,s__bacteroides_ovatus,0.6,0.4,0.8,0.6,0.1152,FALSE,TRUE,FALSE,TRUE
s__bacteroides_finegoldii,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb00020,s__bacteroides_finegoldii,0.8,0.2,0.8,0.2,0.0256,FALSE,TRUE,FALSE,TRUE
s__bacteroides_caccae,,g__shikimate_kinase,m__hmdb00014,s__bacteroides_caccae,0.6,0.2,0.2,0.2,0.0048,FALSE,TRUE,FALSE,TRUE
s__clostridium_clostridioforme,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb00030,s__clostridium_clostridioforme,0.8,0.8,1,1,0.64,FALSE,TRUE,FALSE,FALSE
s__bacteroides_caccae,,g__shikimate_kinase,m__hmdb00195,s__bacteroides_uniformis,0.6,0.6,0.6,0.4,0.0864,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__phosphoglycerate_kinase,m__hmdb00089,s__alistipes_shahii,0.6,0.8,0.2,0.8,0.0768,FALSE,TRUE,FALSE,FALSE
s__akkermansia_muciniphila,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb00209,s__akkermansia_muciniphila,0.6,0.6,0.2,0.6,0.0432,FALSE,TRUE,FALSE,FALSE
s__bacteroides_cellulosilyticus,,g__uridine_kinase,m__hmdb00209,s__eubacterium_siraeum,0.4,0.4,0.4,0.6,0.0384,FALSE,TRUE,FALSE,FALSE
s__ruminococcus_torques,,g__dna_helicase,m__hmdb00239,s__bacteroides_ovatus,0.2,1,0.8,0.2,0.032,FALSE,TRUE,FALSE,FALSE
s__eubacterium_rectale,,g__transaldolase,m__hmdb00289,s__clostridium_bolteae,0.8,0.8,0.2,0.2,0.0256,FALSE,TRUE,FALSE,FALSE
s__bacteroides_stercoris,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb00089,s__bacteroides_caccae,0.8,0.8,0.2,0.2,0.0256,FALSE,TRUE,FALSE,FALSE
s__bacteroides_cellulosilyticus,,g__uridine_kinase,m__hmdb00209,s__eubacterium_siraeum,0.4,0.4,0.4,0.4,0.0256,FALSE,TRUE,FALSE,FALSE
s__bacteroides_ovatus,,g__phosphoglycerate_kinase,m__hmdb00089,s__bacteroides_caccae,0.6,0.8,0.2,0.2,0.0192,FALSE,TRUE,FALSE,FALSE
s__bacteroides_caccae,,g__shikimate_kinase,m__hmdb00630,s__eubacterium_rectale,0.6,0.8,0.2,0.2,0.0192,FALSE,TRUE,FALSE,FALSE
s__akkermansia_muciniphila,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb00020,s__bacteroides_finegoldii,0.6,0.2,0.8,0.2,0.0192,FALSE,TRUE,FALSE,FALSE
s__bacteroides_finegoldii,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb00209,s__akkermansia_muciniphila,0.8,0.6,0.2,0.2,0.0192,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__acetylcoa_cacetyltransferase,m__hmdb00209,s__bifidobacterium_longum,0.2,0.6,0.2,0.6,0.0144,FALSE,TRUE,FALSE,FALSE
s__bacteroides_caccae,,g__shikimate_kinase,m__hmdb00195,s__clostridium_bolteae,0.6,0.6,0.2,0.2,0.0144,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__shikimate_kinase,m__hmdb00195,s__clostridium_bolteae,0.6,0.6,0.2,0.2,0.0144,FALSE,TRUE,FALSE,FALSE
s__eubacterium_rectale,,g__acetylcoa_cacetyltransferase,m__hmdb00014,s__bacteroides_caccae,0.4,0.8,0.2,0.2,0.0128,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__3methyl2oxobutanoate_hydroxymethyltransferase,m__hmdb00089,s__bacteroides_caccae,0.2,0.8,0.2,0.4,0.0128,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__acetylcoa_cacetyltransferase,m__hmdb01149,s__haemophilus_parainfluenzae,0.4,0.4,0.4,0.2,0.0128,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__uridine_kinase,m__hmdb00289,s__clostridium_bolteae,0.8,0.2,0.2,0.4,0.0128,FALSE,TRUE,FALSE,FALSE
s__escherichia_coli,,g__acetylcoa_cacetyltransferase,m__hmdb00619,s__eubacterium_rectale,0.4,0.6,0.2,0.2,0.0096,FALSE,TRUE,FALSE,FALSE
s__escherichia_coli,,g__acetylcoa_cacetyltransferase,m__hmdb00209,s__bifidobacterium_longum,0.4,0.6,0.2,0.2,0.0096,FALSE,TRUE,FALSE,FALSE
